receiptno,completiontime,details,transactionstatus,paidin,withdrawn,balance
LDWKGGELWU,2024-08-04,Term Loan Repayment - Hustler Fund,COMPLETED,0.0,2326.33,-356549.19
WZ2Q2FSL0P,2024-08-04,Customer Transfer of Funds Charge,COMPLETED,0.0,35.78,-356584.97
69L99N5O70,2024-08-05,"Deposit of Funds at Agent Till 834579 - Bruce, Ross and Reyes Agency",COMPLETED,1191.73,0.0,-355393.24
Z9ZGHD7GXJ,2024-08-06,Pay Bill Charge,COMPLETED,0.0,21.26,-355414.5
OJXNJKXIR2,2024-08-06,Pay Bill Online to 952200 - Zuku Acc. R7D5G557H88S,COMPLETED,0.0,7331.26,-362745.76
58UXCC6XKA,2024-08-06,Merchant Payment Online to 260980 - Morgan Group,COMPLETED,0.0,4107.59,-366853.35
3B9ZSSGKAS,2024-08-06,Customer Withdrawal At Agent Till 395715 - Hensley and Sons Agency,COMPLETED,0.0,2381.85,-369235.2
AW7SB157RQ,2024-08-06,M-Shwari Withdrawal from Account RQ74E4K2FUDR,COMPLETED,2799.48,0.0,-366435.72
J2W7GWADO9,2024-08-06,Customer Transfer of Funds Charge,COMPLETED,0.0,17.37,-366453.09
5X4EFKBDPV,2024-08-06,Term Loan Repayment - Hustler Fund,COMPLETED,0.0,1475.94,-367929.03
O8IP72CPXY,2024-08-06,Customer Payment to Small Business to - 2541*******105 CHEMIST PLUS,COMPLETED,0.0,132.17,-368061.2
0M39JA8QL8,2024-08-07,"Customer Withdrawal At Agent Till 636260 - Johnson, Campos and Santiago Agency",COMPLETED,0.0,5190.98,-373252.18
K6NXQS69U3,2024-08-07,"Deposit of Funds at Agent Till 190392 - Wood, Rosales and Miller Agency",COMPLETED,3026.4,0.0,-370225.78
8AYGRY4QZW,2024-08-07,Customer Withdrawal At Agent Till 102306 - Hammond-Booker Agency,COMPLETED,0.0,7460.66,-377686.44
AW92N06YDW,2024-08-07,Pay Bill Charge,COMPLETED,0.0,6.74,-377693.18
6EZOD89FKS,2024-08-08,Customer Send Money to Micro SME Business to - 2542*******863 MPESA AGENT 001,COMPLETED,0.0,1904.16,-379597.34
6S5G09727B,2024-08-08,Customer Transfer of Funds Charge,COMPLETED,0.0,34.58,-379631.92
Y25XLKUQR9,2024-08-08,Merchant Customer Payment from - Murphy-King,COMPLETED,1406.0,0.0,-378225.92
7DZ5FMF7E5,2024-08-09,Small Business Transfer to Other Small Business from - MPESA AGENT 001,COMPLETED,1876.56,0.0,-376349.36
Q2UGH2A6BR,2024-08-09,Overdraft of Credit Party,COMPLETED,1850.89,0.0,-374498.47
HKBT8BOOFY,2024-08-09,Pay Merchant to 565131 - Mcgrath and Sons,COMPLETED,0.0,1708.51,-376206.98
BGKTHC2RTM,2024-08-10,Customer Transfer of Funds Charge,COMPLETED,0.0,15.91,-376222.89
OVD25XJXR1,2024-08-10,Pay Bill Online to 894938 - NSSF Acc. 1WMGO4QV03BR,COMPLETED,0.0,6963.86,-383186.75
W3LV33QNKN,2024-08-10,Term Loan Disbursement - Hustler Fund,COMPLETED,1332.46,0.0,-381854.29
5H4PSVAUV5,2024-08-10,Deposit of Funds at Agent Till 124646 - Garcia LLC Agency,COMPLETED,8964.37,0.0,-372889.92
FJIUKSTHAC,2024-08-10,SMS Bundle Purchase - 100 SMS,COMPLETED,0.0,161.11,-373051.03
GAI84VSAOL,2024-08-10,"Customer Withdrawal At Agent Till 446889 - Wood, Rosales and Miller Agency",COMPLETED,0.0,1500.29,-374551.32
CW1FAGQ5YG,2024-08-10,Pay Bill Charge,COMPLETED,0.0,26.99,-374578.31
P6WX9TH4LW,2024-08-10,Pay Bill Online to 526550 - Showmax Acc. ST77RF7NSDAO,COMPLETED,0.0,4388.66,-378966.97
A0J6GW180V,2024-08-10,Pay Bill Charge,COMPLETED,0.0,28.86,-378995.83
Q127CGMPUZ,2024-08-11,Small Business Transfer to Other Small Business from - JANE'S SALON,COMPLETED,4012.54,0.0,-374983.29
7J6050LUJC,2024-08-11,Pay Bill Charge,COMPLETED,0.0,17.09,-375000.38
9C59BRHQ8L,2024-08-11,Deposit of Funds at Agent Till 949685 - Small PLC Agency,COMPLETED,4875.99,0.0,-370124.39
DAN7AUCQ9D,2024-08-11,Pay Bill Charge,COMPLETED,0.0,38.05,-370162.44
Q5B87OMUEJ,2024-08-11,Customer Send Money to Micro SME Business to - 2540*******221 MAMA MBOGA TRADERS,COMPLETED,0.0,2462.17,-372624.61
B88IQ1D9KN,2024-08-11,Customer Transfer to - 2540*******581 Troy Love,COMPLETED,0.0,1050.92,-373675.53
ZF3QD0K9O2,2024-08-12,Small Business Payment to - 2540*******888 Troy Love,COMPLETED,0.0,2306.41,-375981.94
AUKZ4BNKSX,2024-08-12,Customer Transfer of Funds Charge,COMPLETED,0.0,45.2,-376027.14
H5JT347E5I,2024-08-13,Customer Transfer of Funds Charge,COMPLETED,0.0,19.18,-376046.32
J441VW88WJ,2024-08-13,Merchant Payment Online to 562711 - Jenkins and Sons,COMPLETED,0.0,2727.03,-378773.35
IH6JCQLGM3,2024-08-14,Overdraft of Credit Party,COMPLETED,2441.77,0.0,-376331.58
36I6245X5T,2024-08-14,OD Loan Repayment to 232323 - M-PESA Overdraw,COMPLETED,0.0,1868.7,-378200.28
C8ZMM07P91,2024-08-14,Customer Transfer to - 070*******275 Christina Price,COMPLETED,0.0,1179.47,-379379.75
EJOI2IRP8J,2024-08-14,Merchant Customer Payment from - Brewer LLC,COMPLETED,175.34,0.0,-379204.41
E7N845L52Y,2024-08-14,Customer Transfer of Funds Charge,COMPLETED,0.0,13.57,-379217.98
9P38MBOTUU,2024-08-14,OD Loan Repayment to 232323 - M-PESA Overdraw,COMPLETED,0.0,304.31,-379522.29
7B1WEVPX1X,2024-08-15,Customer Transfer of Funds Charge,COMPLETED,0.0,13.17,-379535.46
Q3K3LY12NG,2024-08-15,Customer Payment to Small Business from - 077*******355 Victoria Brown,COMPLETED,3420.87,0.0,-376114.59
YBW765UQF0,2024-08-15,Term Loan Repayment - Hustler Fund,COMPLETED,0.0,914.98,-377029.57
C2FWW9BQGY,2024-08-15,Customer Payment to Small Business from - 072*******137 Cindy Fernandez,COMPLETED,3018.79,0.0,-374010.78
HLOD6X9LI6,2024-08-15,Customer Transfer to - 071*******108 Bruce Gallegos,COMPLETED,0.0,1188.61,-375199.39
0NX5CG7ANI,2024-08-16,Data Bundle Purchase - 1GB Daily,COMPLETED,0.0,27.55,-375226.94
3LWWOAPE4D,2024-08-16,Customer Send Money to Micro SME Business received from - 2541*******739 Zachary Key,COMPLETED,2665.89,0.0,-372561.05
22TOU14C3N,2024-08-16,Customer Transfer of Funds Charge,COMPLETED,0.0,26.94,-372587.99
JTDBN5RY2H,2024-08-16,"Merchant Payment Online to 290826 - Shannon, Hamilton and Wood",COMPLETED,0.0,306.55,-372894.54
38ASS2VUL8,2024-08-16,Airtime Purchase for 2540*******733 - James Clayton,COMPLETED,0.0,149.21,-373043.75
UX27TGLNKJ,2024-08-16,Customer Send Money to Micro SME Business received from - 072*******294 Christina Price,COMPLETED,4629.51,0.0,-368414.24
YS4YH9YBBH,2024-08-17,Merchant Payment Online to 573114 - Morgan Group,COMPLETED,0.0,3698.0,-372112.24
JM4B9PZIA3,2024-08-17,M-Shwari Deposit to Account 2YPTQXTNRZVU,COMPLETED,0.0,2304.59,-374416.83
ZVWEGD4KYD,2024-08-17,Customer Transfer of Funds Charge,COMPLETED,0.0,15.61,-374432.44
G0RH9QQBU3,2024-08-17,Customer Payment to Small Business from - 070*******232 Kathy Scott,COMPLETED,3256.51,0.0,-371175.93
KFGUKV54AY,2024-08-17,KCB M-PESA Deposit to Account FGKXDIHDI1L5,COMPLETED,0.0,727.4,-371903.33
B39HBF8XUH,2024-08-18,Reversal of Transaction YM0NTAWG4S - Kathy Crawford,COMPLETED,1818.57,0.0,-370084.76
U2C6DHWVNA,2024-08-18,Pay Bill Charge,COMPLETED,0.0,24.9,-370109.66
9QATSH7D0M,2024-08-19,Pay Bill Online to 574272 - KPLC PREPAID Acc. S7TREE699GDI,COMPLETED,0.0,7082.65,-377192.31
V1BIQE9IWR,2024-08-19,SMS Bundle Purchase - 100 SMS,COMPLETED,0.0,88.5,-377280.81
V9YUYGCPZE,2024-08-19,Funds received from - 2542*******779 John Campbell,COMPLETED,1164.43,0.0,-376116.38
TEPRKM1RGJ,2024-08-19,Customer Transfer to - 077*******540 Troy Love,COMPLETED,0.0,2969.79,-379086.17
WGZ99YCH54,2024-08-19,Customer Transfer to - 072*******286 Kathy Scott,COMPLETED,0.0,565.65,-379651.82
VBOGVNJ542,2024-08-19,Deposit of Funds at Agent Till 750071 - Weaver Inc Agency,COMPLETED,664.75,0.0,-378987.07
EGMJKC2YMA,2024-08-20,Customer Transfer of Funds Charge,COMPLETED,0.0,37.78,-379024.85
XZ01B0XYF0,2024-08-20,Customer Transfer Fuliza to - 2542*******817 Charles King,COMPLETED,0.0,357.84,-379382.69
33OA95F7YL,2024-08-20,Customer Send Money to Micro SME Business received from - 072*******052 Christina Price,COMPLETED,4803.62,0.0,-374579.07
F8691H2IQN,2024-08-20,Term Loan Repayment - Hustler Fund,COMPLETED,0.0,1887.39,-376466.46
PWFGWKDBR3,2024-08-20,Customer Send Money to Micro SME Business received from - 071*******266 Teresa Lewis,COMPLETED,2625.8,0.0,-373840.66
R8WZCJW3ZT,2024-08-21,Merchant Payment Online to 270617 - Coleman-Ball,COMPLETED,0.0,209.92,-374050.58
DS2ZVT8P7B,2024-08-21,Airtime Purchase for 070*******166,COMPLETED,0.0,470.41,-374520.99
UHNVJBR9TE,2024-08-21,M-Shwari Withdrawal from Account EXJD1C7JME55,COMPLETED,3646.85,0.0,-370874.14
7KKWY3YV7A,2024-08-22,M-Shwari Deposit to Account GF2MVDE90IP7,COMPLETED,0.0,3754.06,-374628.2
506ROJCVDY,2024-08-22,"Salary Payment from - Miller, Rodriguez and Cortez",COMPLETED,1028.79,0.0,-373599.41
V3SYRYELCF,2024-08-22,Pay Bill Online to 937366 - NSSF Acc. KGW8E200SVWZ,COMPLETED,0.0,3253.42,-376852.83
RM1YV16OWD,2024-08-22,Merchant Customer Payment from - Phillips-Sanchez,COMPLETED,2962.73,0.0,-373890.1
JHNA8J3B8T,2024-08-22,Pay Bill Charge,COMPLETED,0.0,28.39,-373918.49
T7BZPZ8DQ9,2024-08-22,Funds received from - 071*******488 Timothy Kelly,COMPLETED,3123.05,0.0,-370795.44
93OBYGWVUH,2024-08-22,Airtime Purchase for 070*******589,COMPLETED,0.0,161.79,-370957.23
LQ0VB45U4X,2024-08-23,Customer Transfer of Funds Charge,COMPLETED,0.0,49.3,-371006.53
NAVDYU801T,2024-08-23,Airtime Purchase for 077*******662,COMPLETED,0.0,393.04,-371399.57
XIH7M9BKV1,2024-08-23,Pay Bill Charge,COMPLETED,0.0,19.43,-371419.0
4Y3QX2Q7AT,2024-08-24,"Merchant Payment Online to 914993 - Patrick, Dean and Aguilar",COMPLETED,0.0,2968.68,-374387.68
V77KZCZMU4,2024-08-25,Small Business Payment to - 070*******061 Charles King,COMPLETED,0.0,1193.66,-375581.34
F7MPBM6PVH,2024-08-25,KCB M-PESA Withdrawal from Account C11TAFGKOXJC,COMPLETED,2677.46,0.0,-372903.88
C8IV7CMPKN,2024-08-25,Airtime Purchase for 070*******019 - Preston Fowler,COMPLETED,0.0,26.51,-372930.39
ZSLLCX24NA,2024-08-25,Customer Payment to Small Business from - 071*******359 Kathleen Ali,COMPLETED,4026.19,0.0,-368904.2
RI999F767K,2024-08-25,Customer Payment to Small Business from - 2541*******187 Ian Gibbs,COMPLETED,2074.67,0.0,-366829.53
QDHEI5NU6Q,2024-08-26,Customer Send Money to Micro SME Business received from - 077*******861 Victoria Smith,COMPLETED,3203.43,0.0,-363626.1
K333IJEIGT,2024-08-26,Reversal of Transaction V7DHW3KM5N - Robert Dickerson,COMPLETED,770.12,0.0,-362855.98
QMA1FFBKLG,2024-08-26,Funds received from - 2541*******541 Timothy Kelly,COMPLETED,4682.9,0.0,-358173.08
3ZH9HA084W,2024-08-26,Business Payment from - Williams LLC,COMPLETED,3382.68,0.0,-354790.4
DX55ANR8EM,2024-08-27,Pay Bill Online to 945587 - Water Company Acc. 2S56F61YMB9P,COMPLETED,0.0,6234.53,-361024.93
KSRLD19DDC,2024-08-27,Customer Transfer of Funds Charge,COMPLETED,0.0,6.49,-361031.42
QC46XDDNRH,2024-08-27,Pay Bill Online to 832737 - Netflix Kenya Acc. GTPW89H8Y47S,COMPLETED,0.0,5191.1,-366222.52
6XS3WKRUFJ,2024-08-27,Customer Transfer Fuliza to - 071*******231 Mary Lawrence,COMPLETED,0.0,528.71,-366751.23
S3A9KIXP71,2024-08-27,Customer Transfer to - 2540*******003 Catherine Smith,COMPLETED,0.0,2599.18,-369350.41
7WPQBVSN25,2024-08-29,Customer Payment to Small Business from - 2542*******218 Zachary Key,COMPLETED,3739.79,0.0,-365610.62
NPQD3W62Y4,2024-08-29,Customer Send Money to Micro SME Business to - 072*******417 BODABODA SACCO,COMPLETED,0.0,1321.77,-366932.39
E4HO14QWZ3,2024-08-29,Pay Bill Charge,COMPLETED,0.0,31.3,-366963.69
X1VSPK6TTY,2024-08-29,Customer Payment to Small Business from - 2540*******531 James Clayton,COMPLETED,2527.53,0.0,-364436.16
4BV83GT1IB,2024-08-29,Customer Transfer to - 2541*******140 David Hines,COMPLETED,0.0,1237.33,-365673.49
G0QRB0YXWT,2024-08-30,Customer Withdrawal At Agent Till 468745 - Gray and Sons Agency,COMPLETED,0.0,1822.46,-367495.95
I98T0PJ4IE,2024-08-30,Customer Transfer of Funds Charge,COMPLETED,0.0,44.95,-367540.9
57VJQXQG4U,2024-08-31,Customer Transfer to - 2540*******667 Carlos Collins,COMPLETED,0.0,1195.11,-368736.01
YE2WY8YWQJ,2024-09-01,M-Shwari Deposit to Account PXG1A9LN9DU8,COMPLETED,0.0,4323.11,-373059.12
BDSIFHB2SH,2024-09-01,Pay Bill Online to 721942 - KCB Bank,COMPLETED,0.0,485.03,-373544.15
OWRCBQZZXJ,2024-09-01,"Merchant Payment Online to 964739 - Pugh, Harris and Rollins",COMPLETED,0.0,3663.55,-377207.7
4R05OLX9AD,2024-09-02,KCB M-PESA Withdrawal from Account DITOYOBG5CGD,COMPLETED,4910.84,0.0,-372296.86
82IJ0G7ZEO,2024-09-02,Airtime Purchase for 2541*******789,COMPLETED,0.0,104.38,-372401.24
RU5Y2QDNCI,2024-09-02,Customer Payment to Small Business to - 072*******948 MAMA MBOGA TRADERS,COMPLETED,0.0,401.14,-372802.38
ETGDVWHCUK,2024-09-03,Customer Transfer to - 2542*******416 Eddie Smith,COMPLETED,0.0,515.54,-373317.92
0FOWSB73YG,2024-09-03,Pay Bill Online to 403731 - KPLC PREPAID Acc. 2PZCPZFEVHYI,COMPLETED,0.0,7834.97,-381152.89
6I18KQA7GF,2024-09-03,Business Payment from - Williams LLC,COMPLETED,253.09,0.0,-380899.8
GRAFOZ4QN1,2024-09-03,"Pay Merchant to 936543 - Vance, Johnston and Nguyen",COMPLETED,0.0,2508.91,-383408.71
LES5H8FQQ1,2024-09-04,Merchant Payment Online to 470566 - Lynch PLC,COMPLETED,0.0,1362.31,-384771.02
OOI03RPL6E,2024-09-04,Customer Transfer to - 071*******600 Katie Nelson,COMPLETED,0.0,2022.7,-386793.72
QD2U5DDOUQ,2024-09-04,Funds received from - 2542*******175 Julie Meyer,COMPLETED,3018.84,0.0,-383774.88
SM5WH94YIF,2024-09-04,M-Shwari Deposit to Account 33W3BKH64JLP,COMPLETED,0.0,2762.8,-386537.68
QS4IMTYAH7,2024-09-04,Funds received from - 2542*******025 Mark Leon,COMPLETED,381.08,0.0,-386156.6
YNT2GKAVY7,2024-09-05,Customer Transfer of Funds Charge,COMPLETED,0.0,25.1,-386181.7
WV0U2E7FK3,2024-09-05,OD Loan Repayment to 232323 - M-PESA Overdraw,COMPLETED,0.0,2099.03,-388280.73
34B5E0XV7H,2024-09-05,Airtime Purchase for 2547*******421 - Victoria Brown,COMPLETED,0.0,100.34,-388381.07
65STGFKUSY,2024-09-05,Pay Bill Charge,COMPLETED,0.0,40.64,-388421.71
2LYFLUC3AL,2024-09-06,M-Shwari Deposit to Account 7HN0VDHE66A1,COMPLETED,0.0,4252.48,-392674.19
SZ1A86ZBJ5,2024-09-06,Merchant Payment Online to 867058 - Phillips-Ramirez,COMPLETED,0.0,1130.54,-393804.73
24KSCQ0B5P,2024-09-06,Funds received from - 2540*******237 Julie Meyer,COMPLETED,737.33,0.0,-393067.4
3X1K4V62KG,2024-09-07,KCB M-PESA Withdrawal from Account 2KDL978R11XT,COMPLETED,1529.51,0.0,-391537.89
O63BOQ2CS8,2024-09-08,Salary Payment from - Lewis-Johnson,COMPLETED,4585.54,0.0,-386952.35
2KDNW488FB,2024-09-08,Customer Payment to Small Business to - 071*******819 MTUMBA SHOP,COMPLETED,0.0,2256.45,-389208.8
K4M8MITEAS,2024-09-08,Pay Merchant to 998837 - Gutierrez LLC,COMPLETED,0.0,2458.78,-391667.58
MZQXF4U2BZ,2024-09-09,Customer Send Money to Micro SME Business with Fuliza MPesa to - 070*******510 BODABODA SACCO,COMPLETED,0.0,1374.79,-393042.37
WA7ZWSV6B8,2024-09-09,Customer Payment to Small Business to - 2540*******608 KINYOZI BARBER,COMPLETED,0.0,1908.66,-394951.03
C5E6REFY4N,2024-09-09,Customer Payment to Small Business to - 2547*******266 MAMA MBOGA TRADERS,COMPLETED,0.0,1773.89,-396724.92
LEZNX0WEK9,2024-09-09,M-Shwari Deposit to Account 21G2AV12PT6E,COMPLETED,0.0,828.59,-397553.51
F6NJK2LX46,2024-09-09,KCB M-PESA Withdrawal from Account P5V2MPW6OXBX,COMPLETED,2802.5,0.0,-394751.01
EE4Z2CWYXC,2024-09-09,Data Bundle Purchase - 1GB Daily,COMPLETED,0.0,136.94,-394887.95
CYZJX4UO9A,2024-09-09,OD Loan Repayment to 232323 - M-PESA Overdraw,COMPLETED,0.0,2699.3,-397587.25
VYG20EVECK,2024-09-10,Customer Transfer to - 2540*******356 Corey Ward,COMPLETED,0.0,1893.78,-399481.03
5DQVERRFTL,2024-09-10,Small Business Payment to - 077*******601 Angela Young,COMPLETED,0.0,480.72,-399961.75
LPSDU31I3K,2024-09-10,"Merchant Payment Online to 959189 - Cruz, Ali and Miles",COMPLETED,0.0,1663.04,-401624.79
5A17S11K4L,2024-09-10,Funds received from - 077*******122 Beth Anderson,COMPLETED,568.41,0.0,-401056.38
OHVJYL1IYI,2024-09-10,Customer Transfer to - 071*******104 Ian Gibbs,COMPLETED,0.0,2321.12,-403377.5
KQ3M8TOUIX,2024-09-11,"Merchant Payment Online to 424720 - Vance, Johnston and Nguyen",COMPLETED,0.0,2973.07,-406350.57
MDYFUVBI4K,2024-09-11,Airtime Purchase for 072*******186 - Eddie Smith,COMPLETED,0.0,60.09,-406410.66
WNP1542PBJ,2024-09-11,"Merchant Payment Online to 579554 - Castillo, Jones and Burgess",COMPLETED,0.0,143.44,-406554.1
43RAMGZJ76,2024-09-12,Small Business Payment to - 2547*******145 James Rodriguez,COMPLETED,0.0,1128.06,-407682.16
RZX03JMEQ7,2024-09-12,Airtime Purchase for 2547*******216 - James Ayala,COMPLETED,0.0,21.98,-407704.14
20BKYOYNCD,2024-09-13,Pay Bill Online to 347044 - Netflix Kenya Acc. TDJ5EAV5N2KX,COMPLETED,0.0,1469.93,-409174.07
NTKG6NXUWQ,2024-09-14,Customer Transfer to - 070*******942 Kathy Scott,COMPLETED,0.0,1289.96,-410464.03
TQ7PFW7T1X,2024-09-14,SMS Bundle Purchase - 100 SMS,COMPLETED,0.0,47.95,-410511.98
6K94B4TLH6,2024-09-14,Pay Bill Online to 557459 - KCB Bank Acc. ZOL25DFM0PH7,COMPLETED,0.0,669.65,-411181.63
DXBHCHO17X,2024-09-15,"Salary Payment from - Robles, Bennett and Bryant",COMPLETED,1761.61,0.0,-409420.02
PVRS3IPRDH,2024-09-15,Business Payment from - Christian-Peterson,COMPLETED,3302.02,0.0,-406118.0
MUD80IGXU4,2024-09-15,Deposit of Funds at Agent Till 183627 - Small PLC Agency,COMPLETED,3096.26,0.0,-403021.74
6KX6J331P1,2024-09-15,Customer Transfer to - 070*******947 Bruce Gallegos,COMPLETED,0.0,557.79,-403579.53
5L4QP2HKT3,2024-09-15,Merchant Payment Online to 409953 - Johns-Davis,COMPLETED,0.0,2334.95,-405914.48
12GP7MK8PN,2024-09-15,Customer Send Money to Micro SME Business to - 071*******919 BODABODA SACCO,COMPLETED,0.0,498.89,-406413.37
PPOYNQZEQI,2024-09-16,Customer Payment to Small Business from - 2541*******393 Mark Leon,COMPLETED,4428.55,0.0,-401984.82
6U629DJFKT,2024-09-16,M-Shwari Deposit to Account RIFQTPAZCKJ2,COMPLETED,0.0,1199.96,-403184.78
8HHBL1J58O,2024-09-16,"Pay Merchant to 368322 - Howard, Silva and Ramos",COMPLETED,0.0,418.43,-403603.21
HGRNMXGFJZ,2024-09-16,Pay Bill Charge,COMPLETED,0.0,44.13,-403647.34
IDKK9FPKO5,2024-09-16,Pay Bill Online to 208764 - KCB Bank Acc. KHETIBXB4VCM,COMPLETED,0.0,539.22,-404186.56
IOKE7YXVLN,2024-09-17,"Merchant Payment Online to 340507 - Vance, Johnston and Nguyen",COMPLETED,0.0,3003.25,-407189.81
2HN2NRC5C3,2024-09-17,SMS Bundle Purchase - 100 SMS,COMPLETED,0.0,73.78,-407263.59
EL27QMBYWS,2024-09-17,Airtime Purchase for 2542*******433,COMPLETED,0.0,184.52,-407448.11
MXEBTF351Y,2024-09-17,Merchant Customer Payment from - Lambert Inc,COMPLETED,4839.88,0.0,-402608.23
OUEEJ5GZWC,2024-09-18,Customer Transfer of Funds Charge,COMPLETED,0.0,7.55,-402615.78
ALTHSUA76J,2024-09-18,Pay Bill Charge,COMPLETED,0.0,30.73,-402646.51
QXF2CQCJIR,2024-09-18,"Merchant Payment Online to 433789 - Patrick, Dean and Aguilar",COMPLETED,0.0,4330.89,-406977.4
9LB0S9DQIE,2024-09-19,Pay Bill Charge,COMPLETED,0.0,33.09,-407010.49
R30BAGUMWQ,2024-09-20,SMS Bundle Purchase - 100 SMS,COMPLETED,0.0,121.26,-407131.75
CMU1GMV1MT,2024-09-20,"Deposit of Funds at Agent Till 992747 - Johnson, Campos and Santiago Agency",COMPLETED,1250.38,0.0,-405881.37
IHSSJWI8KS,2024-09-20,Customer Payment to Small Business to - 070*******228 KINYOZI BARBER,COMPLETED,0.0,539.6,-406420.97
CPILSYYEBG,2024-09-20,Customer Transfer of Funds Charge,COMPLETED,0.0,37.47,-406458.44
4YK4YRAZYP,2024-09-20,Pay Bill Online to 344845 - NHIF Acc. EEFQOFFC6X7H,COMPLETED,0.0,6741.2,-413199.64
AHUASQ40QJ,2024-09-20,"Deposit of Funds at Agent Till 364322 - Norman, Smith and Harris Agency",COMPLETED,2242.61,0.0,-410957.03
KTF93D8GQ3,2024-09-20,Customer Transfer of Funds Charge,COMPLETED,0.0,12.94,-410969.97
P62017TB22,2024-09-21,Overdraft of Credit Party,COMPLETED,1873.44,0.0,-409096.53
TM2ZVFOWHA,2024-09-21,Small Business Payment to - 2541*******543 Beth Anderson,COMPLETED,0.0,861.7,-409958.23
38FNO52GAK,2024-09-21,Overdraft of Credit Party,COMPLETED,2842.06,0.0,-407116.17
YQLOSCYOJF,2024-09-21,Funds received from - 2542*******091 Preston Fowler,COMPLETED,3400.75,0.0,-403715.42
MPR7QMV5WW,2024-09-21,Funds received from - 072*******032 Deanna Sanchez,COMPLETED,4330.97,0.0,-399384.45
4ODZUAEOPJ,2024-09-21,Customer Payment to Small Business to - 070*******518 JANE'S SALON,COMPLETED,0.0,914.16,-400298.61
RAXF5IJQAX,2024-09-22,Funds received from - 2541*******362 James Ayala,COMPLETED,4587.75,0.0,-395710.86
9B73X9ISSP,2024-09-22,Airtime Purchase for 2542*******842,COMPLETED,0.0,131.03,-395841.89
BY9ON4ZUIS,2024-09-22,Deposit of Funds at Agent Till 330991 - Thomas Group Agency,COMPLETED,1509.81,0.0,-394332.08
YVON3WT01H,2024-09-23,M-Shwari Deposit to Account DQOVZ0PB0W4H,COMPLETED,0.0,2577.38,-396909.46
8PVZ51LBAA,2024-09-23,Customer Withdrawal At Agent Till 390668 - Hensley and Sons Agency,COMPLETED,0.0,2588.68,-399498.14
172FSXD2AM,2024-09-24,Data Bundle Purchase - 1GB Daily,COMPLETED,0.0,51.23,-399549.37
TIXDGLZMAA,2024-09-24,Small Business Transfer to Other Small Business from - MPESA AGENT 001,COMPLETED,290.11,0.0,-399259.26
90WJGXSHS8,2024-09-24,OD Loan Repayment to 232323 - M-PESA Overdraw,COMPLETED,0.0,1291.19,-400550.45
VVOBK8QF9B,2024-09-24,Pay Bill Charge,COMPLETED,0.0,7.5,-400557.95
UZJFDJXSUP,2024-09-24,Customer Transfer of Funds Charge,COMPLETED,0.0,12.62,-400570.57
D05EZJ3IUE,2024-09-24,"Customer Withdrawal At Agent Till 970824 - Henderson, Mcdaniel and Harrison Agency",COMPLETED,0.0,6790.18,-407360.75
XOHESHJGNA,2024-09-24,Pay Bill Online to 479227 - Co-operative Bank Acc. 60RS3JDF1GWV,COMPLETED,0.0,6059.92,-413420.67
X4BNH6TPLK,2024-09-24,OD Loan Repayment to 232323 - M-PESA Overdraw,COMPLETED,0.0,821.57,-414242.24
V2QV7AXXSY,2024-09-25,Customer Transfer of Funds Charge,COMPLETED,0.0,31.4,-414273.64
9NOKTNIVPK,2024-09-25,Customer Transfer to - 070*******419 James Clayton,COMPLETED,0.0,2300.35,-416573.99
87N99DP32D,2024-09-25,Customer Transfer Fuliza to - 071*******923 Kathleen Ali,COMPLETED,0.0,551.3,-417125.29
0CEGZMUCA5,2024-09-26,Customer Transfer of Funds Charge,COMPLETED,0.0,21.17,-417146.46
77NBGCFV6L,2024-09-26,Merchant Customer Payment from - Murphy-King,COMPLETED,3148.71,0.0,-413997.75
7QIBSN0KKL,2024-09-26,Merchant Payment Online to 767309 - Barrett LLC,COMPLETED,0.0,1884.31,-415882.06
SVF4U6WHWU,2024-09-26,"Merchant Payment Online to 982259 - Shannon, Hamilton and Wood",COMPLETED,0.0,2403.15,-418285.21
IBCU530Q30,2024-09-26,"Merchant Payment Online to 879018 - Brown, Horne and Davis",COMPLETED,0.0,2926.61,-421211.82
IUDOZGDK9L,2024-09-26,OD Loan Repayment to 232323 - M-PESA Overdraw,COMPLETED,0.0,855.0,-422066.82
78VN7BKXTM,2024-09-26,Business Payment from - Brewer LLC,COMPLETED,1202.81,0.0,-420864.01
2VNKO6B09S,2024-09-26,Business Payment from - Johnson PLC,COMPLETED,4534.77,0.0,-416329.24
6ARIGQDDIK,2024-09-26,Pay Bill Charge,COMPLETED,0.0,43.53,-416372.77
5WK09HH1RM,2024-09-26,Reversal of Transaction L2VSHZS0E5 - Corey Ward,COMPLETED,358.52,0.0,-416014.25
3M2I6YBZRT,2024-09-27,Small Business Transfer to Other Small Business to - KIBANDA KWA NJUGUNA,COMPLETED,0.0,1975.35,-417989.6
WVHLEQAPJV,2024-09-27,Business Payment from - Perry-Jordan,COMPLETED,1905.8,0.0,-416083.8
WKE33EKTQB,2024-09-27,M-Shwari Withdrawal from Account 7MNMN5DSA7JZ,COMPLETED,3158.7,0.0,-412925.1
2NFJPPKFM1,2024-09-28,"Merchant Payment Online to 681246 - Smith, Mathis and Smith",COMPLETED,0.0,4641.83,-417566.93
AUJC6Z9I75,2024-09-28,Term Loan Disbursement - Hustler Fund,COMPLETED,757.3,0.0,-416809.63
T3ZA664MXQ,2024-09-28,Pay Bill Charge,COMPLETED,0.0,31.85,-416841.48
